time, counter, id, level, hp, bar_type, damage, score, proximity, active, fps, type
52.15759,10,1938,1,10,Offset HP Bar,6,4,7,5.02857142857143,54,61,Atomic
52.35875,9,1938,1,0,Offset HP Bar,1000,225,7,5.02857142857143,54,61,Death
2.095959,60,3659,1,998,Offset HP Bar,2,0,8,2.075,16,15,Atomic
3.096381,59,3659,1,938,Offset HP Bar,60,2,6,2.66666666666667,14,60,Atomic
4.106949,58,3659,1,877,Offset HP Bar,61,1,10,2.7,15,61,Atomic
5.118118,57,3659,1,816,Offset HP Bar,61,0,13,2.44615384615385,23,61,Atomic
6.128136,56,3659,1,755,Offset HP Bar,61,0,6,2.1,31,61,Atomic
7.139123,55,3659,1,694,Offset HP Bar,61,0,5,2.8,43,61,Atomic
8.149216,54,3659,1,683,Offset HP Bar,11,0,3,2,50,61,Atomic
9.160146,53,3659,1,654,Offset HP Bar,29,0,5,2.88,55,61,Atomic
10.17617,52,3659,1,631,Offset HP Bar,23,0,1,3.4,55,61,Atomic
11.18673,51,3659,1,631,Offset HP Bar,0,0,1,4,55,61,Atomic
12.19812,50,3659,1,631,Offset HP Bar,0,0,1,4.4,56,61,Atomic
1.769581,60,8076,1,997,Offset HP Bar,3,0,8,2.075,16,15,Atomic
2.770951,59,8076,1,937,Offset HP Bar,60,0,8,2.475,16,60,Atomic
3.780603,58,8076,1,876,Offset HP Bar,61,0,10,2.76,16,60,Atomic
4.782601,57,8076,1,803,Offset HP Bar,73,0,5,2.72,24,60,Atomic
5.794677,56,8076,1,771,Offset HP Bar,32,0,7,2.25714285714286,32,61,Atomic
6.808611,55,8076,1,632,Offset HP Bar,139,0,23,2.95652173913044,44,61,Atomic
7.819605,54,8076,1,582,Offset HP Bar,50,0,3,2.06666666666667,47,61,Atomic
8.819607,53,8076,1,582,Offset HP Bar,0,0,2,2,51,60,Atomic
9.830567,52,8076,1,582,Offset HP Bar,0,0,1,1.6,56,61,Atomic
10.84312,51,8076,1,582,Offset HP Bar,0,0,1,2.2,59,61,Atomic
11.85412,50,8076,1,582,Offset HP Bar,0,0,1,2.6,59,61,Atomic
2.287694,60,4443,1,997,Offset HP Bar,3,0,8,2.075,16,16,Atomic
3.290772,59,4443,1,937,Offset HP Bar,60,0,8,2.475,16,60,Atomic
4.29293,58,4443,1,876,Offset HP Bar,61,0,4,2.5,16,60,Atomic
5.306055,57,4443,1,815,Offset HP Bar,61,0,4,2.6,24,61,Atomic
6.306741,56,4443,1,813,Offset HP Bar,2,0,0,0,32,60,Atomic
7.317763,55,4443,1,813,Offset HP Bar,0,0,0,0,44,61,Atomic
8.327782,54,4443,1,813,Offset HP Bar,0,0,0,0,48,61,Atomic
9.34178,53,4443,1,813,Offset HP Bar,0,0,0,0,51,61,Atomic
10.34841,52,4443,1,813,Offset HP Bar,0,0,0,0,52,60,Atomic
11.35958,51,4443,1,813,Offset HP Bar,0,0,0,0,54,61,Atomic
12.37015,50,4443,1,813,Offset HP Bar,0,0,0,0,56,61,Atomic
1.522019,2147483648,7174,1,1000,Offset HP Bar,0,0,0,0,0,2,Atomic
2.538466,59,7174,1,997,Offset HP Bar,3,0,8,2.275,16,59,Atomic
3.552512,58,7174,1,936,Offset HP Bar,61,0,8,2.875,16,61,Atomic
4.553481,57,7174,1,875,Offset HP Bar,61,0,10,2.84,20,60,Atomic
5.566638,56,7174,1,778,Offset HP Bar,97,0,11,3.21818181818182,32,61,Atomic
6.577479,55,7174,1,656,Offset HP Bar,122,0,13,3.23076923076923,40,61,Atomic
7.583497,54,7174,1,501,Offset HP Bar,155,0,18,3.11111111111111,49,55,Atomic
8.59573,53,7174,1,309,Offset HP Bar,192,0,18,3.45555555555556,55,61,Atomic
9.603502,52,7174,1,67,Offset HP Bar,242,0,18,3.82222222222222,55,55,Atomic
9.868981,52,7174,1,0,Offset HP Bar,1000,0,18,3.82222222222222,55,55,Death
11.50478,60,7174,1,998,Offset HP Bar,2,0,8,2.075,16,15,Atomic
12.51912,59,7174,1,937,Offset HP Bar,61,0,8,2.475,16,61,Atomic
13.52128,58,7174,1,876,Offset HP Bar,61,1,8,2.825,15,60,Atomic
14.53076,57,7174,1,864,Offset HP Bar,12,0,0,0,23,60,Atomic
15.54612,56,7174,1,864,Offset HP Bar,0,0,0,0,31,61,Atomic
16.55177,55,7174,1,864,Offset HP Bar,0,0,0,0,43,60,Atomic
17.56291,54,7174,1,864,Offset HP Bar,0,0,0,0,49,61,Atomic
1.517276,60,2494,1,996,Offset HP Bar,4,0,8,2.075,16,15,Atomic
2.523792,59,2494,1,936,Offset HP Bar,60,2,6,2.66666666666667,14,60,Atomic
3.540193,58,2494,1,913,Offset HP Bar,23,0,3,2.6,14,61,Atomic
4.555793,57,2494,1,913,Offset HP Bar,0,0,5,2.36,22,61,Atomic
5.56728,56,2494,1,900,Offset HP Bar,13,0,4,2.25,30,61,Atomic
6.581317,55,2494,1,900,Offset HP Bar,0,0,4,1.55,42,61,Atomic
7.583859,54,2494,1,900,Offset HP Bar,0,0,0,0,48,60,Atomic
8.594425,53,2494,1,900,Offset HP Bar,0,0,0,0,55,61,Atomic
9.596566,52,2494,1,900,Offset HP Bar,0,0,0,0,55,60,Atomic
10.60852,51,2494,1,900,Offset HP Bar,0,0,0,0,58,61,Atomic
11.63983,50,2494,1,889,Offset HP Bar,11,0,8,3.9,59,60,Atomic
12.64952,49,2494,1,591,Offset HP Bar,298,0,16,4.4875,60,60,Atomic
13.65793,48,2494,1,527,Offset HP Bar,64,0,1,4.8,60,60,Atomic
14.67338,47,2494,1,527,Offset HP Bar,0,0,0,0,60,61,Atomic
15.67544,46,2494,1,527,Offset HP Bar,0,0,0,0,60,60,Atomic
16.6863,45,2494,1,527,Offset HP Bar,0,0,0,0,60,61,Atomic
17.6883,44,2494,1,527,Offset HP Bar,0,0,0,0,60,60,Atomic
18.7043,43,2494,1,527,Offset HP Bar,0,0,0,0,60,61,Atomic
19.71457,42,2494,1,527,Offset HP Bar,0,0,0,0,60,61,Atomic
1.569526,60,9885,1,997,Offset HP Bar,3,0,8,2.075,16,14,Atomic
2.581421,59,9885,1,938,Offset HP Bar,59,2,6,2.16666666666667,14,60,Atomic
3.58346,58,9885,1,938,Offset HP Bar,0,0,0,0,15,60,Atomic
4.584432,57,9885,1,938,Offset HP Bar,0,0,0,0,23,60,Atomic
5.598423,56,9885,1,938,Offset HP Bar,0,0,0,0,35,61,Atomic
6.600446,55,9885,1,938,Offset HP Bar,0,0,0,0,42,60,Atomic
7.615817,54,9885,1,938,Offset HP Bar,0,0,0,0,46,61,Atomic
8.626328,53,9885,1,938,Offset HP Bar,0,0,0,0,51,61,Atomic
9.626336,52,9885,1,938,Offset HP Bar,0,0,0,0,53,60,Atomic
10.63285,51,9885,1,927,Offset HP Bar,11,0,9,3.44444444444445,57,60,Atomic
11.63659,50,9885,1,667,Offset HP Bar,260,0,19,3.90526315789474,58,59,Atomic
12.65285,49,9885,1,581,Offset HP Bar,86,0,3,4.26666666666667,60,61,Atomic
13.6659,48,9885,1,581,Offset HP Bar,0,0,0,0,60,61,Atomic
14.68185,47,9885,1,581,Offset HP Bar,0,0,0,0,60,61,Atomic
15.6934,46,9885,1,581,Offset HP Bar,0,0,0,0,60,61,Atomic
1.170952,60,5800,1,997,Offset HP Bar,3,0,8,2.075,16,15,Atomic
2.176292,59,5800,1,937,Offset HP Bar,60,3,6,2.66666666666667,14,60,Atomic
3.185794,58,5800,1,917,Offset HP Bar,20,0,1,2.4,15,60,Atomic
4.194398,57,5800,1,917,Offset HP Bar,0,0,0,0,23,60,Atomic
5.209599,56,5800,1,917,Offset HP Bar,0,0,0,0,31,61,Atomic
6.220171,55,5800,1,917,Offset HP Bar,0,0,0,0,42,61,Atomic
7.232482,54,5800,1,917,Offset HP Bar,0,0,0,0,48,61,Atomic
2.106856,60,9488,1,997,Offset HP Bar,3,0,8,2.075,16,15,Atomic
3.110389,59,9488,1,937,Offset HP Bar,60,2,6,2.66666666666667,14,60,Atomic
4.122414,58,9488,1,919,Offset HP Bar,18,0,1,2.2,14,61,Atomic
5.134396,57,9488,1,919,Offset HP Bar,0,0,0,0,22,61,Atomic
6.137425,56,9488,1,919,Offset HP Bar,0,0,0,0,30,60,Atomic
7.151397,55,9488,1,919,Offset HP Bar,0,0,0,0,42,61,Atomic
8.161462,54,9488,1,919,Offset HP Bar,0,0,0,0,46,61,Atomic
9.172029,53,9488,1,919,Offset HP Bar,0,0,0,0,54,61,Atomic
10.18339,52,9488,1,919,Offset HP Bar,0,0,0,0,54,61,Atomic
11.19539,51,9488,1,919,Offset HP Bar,0,0,0,0,57,61,Atomic
12.20545,50,9488,1,919,Offset HP Bar,0,0,0,0,59,61,Atomic
13.21748,49,9488,1,919,Offset HP Bar,0,0,0,0,59,61,Atomic
14.23339,48,9488,1,919,Offset HP Bar,0,0,0,0,59,50,Atomic
15.24526,47,9488,1,919,Offset HP Bar,0,0,0,0,60,61,Atomic
16.24591,46,9488,1,919,Offset HP Bar,0,0,0,0,60,60,Atomic
17.25841,45,9488,1,919,Offset HP Bar,0,0,0,0,60,61,Atomic
18.2694,44,9488,1,919,Offset HP Bar,0,0,0,0,60,61,Atomic
19.2784,43,9488,1,919,Offset HP Bar,0,0,0,0,60,60,Atomic
2.17694,60,6102,1,997,Offset HP Bar,3,0,8,2.075,16,15,Atomic
3.177538,59,6102,1,937,Offset HP Bar,60,0,8,2.475,16,60,Atomic
4.19247,58,6102,1,875,Offset HP Bar,62,0,8,3.075,16,61,Atomic
5.204177,57,6102,1,807,Offset HP Bar,68,3,9,2.84444444444445,22,61,Atomic
6.221959,56,6102,1,746,Offset HP Bar,61,4,8,2.175,28,61,Atomic
7.236125,55,6102,1,740,Offset HP Bar,6,0,0,0,40,61,Atomic
8.23813,54,6102,1,740,Offset HP Bar,0,0,0,0,46,60,Atomic
9.248368,53,6102,1,740,Offset HP Bar,0,0,0,0,53,61,Atomic
10.26114,52,6102,1,740,Offset HP Bar,0,0,0,0,55,61,Atomic
11.26568,51,6102,1,740,Offset HP Bar,0,0,0,0,58,59,Atomic
12.27619,50,6102,1,740,Offset HP Bar,0,0,0,0,60,61,Atomic
13.29138,49,6102,1,740,Offset HP Bar,0,0,0,0,60,61,Atomic
14.30195,48,6102,1,740,Offset HP Bar,0,0,0,0,60,61,Atomic
2.052643,60,2421,1,997,Offset HP Bar,3,0,8,2.075,16,14,Atomic
3.065171,59,2421,1,936,Offset HP Bar,61,0,8,2.475,16,60,Atomic
4.077114,58,2421,1,875,Offset HP Bar,61,0,8,3.075,16,61,Atomic
5.092487,57,2421,1,776,Offset HP Bar,99,0,12,2.71666666666667,24,61,Atomic
6.105864,56,2421,1,654,Offset HP Bar,122,0,15,2.89333333333333,36,61,Atomic
7.12192,55,2421,1,487,Offset HP Bar,167,0,17,3.04705882352941,41,60,Atomic
8.124733,54,2421,1,280,Offset HP Bar,207,0,19,3.36842105263158,53,60,Atomic
9.135966,53,2421,1,35,Offset HP Bar,245,0,19,3.66315789473684,57,54,Atomic
10.14181,52,2421,1,0,Offset HP Bar,35,0,19,3.90526315789474,58,59,Atomic
10.15839,52,2421,1,0,Offset HP Bar,1000,0,19,3.90526315789474,58,59,Death
1.04324,2147483648,5218,1,1000,Offset HP Bar,0,0,0,0,0,2,Atomic
2.053296,59,5218,1,1000,Offset HP Bar,0,2,6,2.46666666666667,14,58,Atomic
3.068822,58,5218,1,940,Offset HP Bar,60,0,1,2.6,14,61,Atomic
4.079389,57,5218,1,909,Offset HP Bar,31,0,0,0,18,61,Atomic
5.093305,56,5218,1,909,Offset HP Bar,0,0,0,0,30,61,Atomic
6.12741,55,5218,1,909,Offset HP Bar,0,0,0,0,38,60,Atomic
7.142294,54,5218,1,909,Offset HP Bar,0,0,0,0,46,46,Atomic
8.145295,53,5218,1,909,Offset HP Bar,0,0,0,0,54,60,Atomic
9.159411,52,5218,1,909,Offset HP Bar,0,0,0,0,55,61,Atomic
10.16282,51,5218,1,909,Offset HP Bar,0,0,0,0,57,60,Atomic
11.17447,50,5218,1,909,Offset HP Bar,0,0,0,0,58,60,Atomic
12.18893,49,5218,1,909,Offset HP Bar,0,0,0,0,59,60,Atomic
13.19193,48,5218,1,909,Offset HP Bar,0,0,0,0,60,59,Atomic
14.19696,47,5218,1,909,Offset HP Bar,0,0,0,0,60,60,Atomic
15.2096,46,5218,1,909,Offset HP Bar,0,0,0,0,60,61,Atomic
16.21496,45,5218,1,909,Offset HP Bar,0,0,0,0,60,60,Atomic
17.22911,44,5218,1,909,Offset HP Bar,0,0,0,0,60,61,Atomic
18.24265,43,5218,1,909,Offset HP Bar,0,0,0,0,60,61,Atomic
19.24873,42,5218,1,909,Offset HP Bar,0,0,0,0,60,60,Atomic
20.24981,41,5218,1,909,Offset HP Bar,0,0,0,0,60,60,Atomic
21.25802,40,5218,1,909,Offset HP Bar,0,0,0,0,60,60,Atomic
22.27116,39,5218,1,909,Offset HP Bar,0,0,0,0,60,61,Atomic
23.27542,38,5218,1,909,Offset HP Bar,0,0,0,0,60,60,Atomic
24.28784,37,5218,1,909,Offset HP Bar,0,0,0,0,60,60,Atomic
25.29769,36,5218,1,909,Offset HP Bar,0,0,0,0,60,59,Atomic
26.30918,35,5218,1,909,Offset HP Bar,0,0,0,0,60,59,Atomic
27.32227,34,5218,1,909,Offset HP Bar,0,0,0,0,60,60,Atomic
28.32671,33,5218,1,909,Offset HP Bar,0,0,0,0,60,59,Atomic
29.33939,32,5218,1,909,Offset HP Bar,0,0,0,0,60,60,Atomic
30.33951,31,5218,1,909,Offset HP Bar,0,0,0,0,60,59,Atomic
31.34759,30,5218,1,909,Offset HP Bar,0,0,0,0,60,60,Atomic
32.3641,29,5218,1,909,Offset HP Bar,0,0,0,0,60,60,Atomic
33.37648,28,5218,1,909,Offset HP Bar,0,0,0,0,60,60,Atomic
34.3797,27,5218,1,909,Offset HP Bar,0,0,0,0,60,60,Atomic
35.39291,26,5218,1,909,Offset HP Bar,0,0,0,0,60,60,Atomic
36.39933,25,5218,1,909,Offset HP Bar,0,0,0,0,60,60,Atomic
1.547685,60,3670,1,997,Offset HP Bar,3,0,8,2.075,16,14,Atomic
2.552811,59,3670,1,940,Offset HP Bar,57,2,2,2.3,15,60,Atomic
3.56478,58,3670,1,940,Offset HP Bar,0,0,0,0,15,61,Atomic
4.566821,57,3670,1,940,Offset HP Bar,0,0,0,0,24,60,Atomic
5.577225,56,3670,1,940,Offset HP Bar,0,0,0,0,32,61,Atomic
6.589808,55,3670,1,940,Offset HP Bar,0,0,0,0,44,61,Atomic
7.600478,54,3670,1,940,Offset HP Bar,0,0,0,0,48,61,Atomic
8.603044,53,3670,1,940,Offset HP Bar,0,0,3,2.4,52,60,Atomic
9.613809,52,3670,1,939,Offset HP Bar,1,0,19,3.75263157894737,53,61,Atomic
10.62781,51,3670,1,779,Offset HP Bar,160,0,3,3.4,60,61,Atomic
11.64281,50,3670,1,669,Offset HP Bar,110,0,0,0,60,61,Atomic
12.65512,49,3670,1,669,Offset HP Bar,0,0,0,0,60,61,Atomic
13.66569,48,3670,1,669,Offset HP Bar,0,0,0,0,60,61,Atomic
14.67681,47,3670,1,669,Offset HP Bar,0,0,0,0,60,61,Atomic
15.6878,46,3670,1,669,Offset HP Bar,0,0,0,0,60,61,Atomic
1.010029,2147483648,5046,1,1000,Offset HP Bar,0,0,0,0,0,13,Atomic
2.023016,59,5046,1,996,Offset HP Bar,4,3,7,2.6,15,58,Atomic
3.037018,58,5046,1,935,Offset HP Bar,61,0,1,1.3,16,61,Atomic
4.038024,57,5046,1,932,Offset HP Bar,3,0,0,0,24,60,Atomic
5.048182,56,5046,1,932,Offset HP Bar,0,0,0,0,32,61,Atomic
6.061846,55,5046,1,932,Offset HP Bar,0,0,0,0,43,61,Atomic
7.072412,54,5046,1,932,Offset HP Bar,0,0,0,0,48,61,Atomic
8.085889,53,5046,1,932,Offset HP Bar,0,0,0,0,56,61,Atomic
1.333428,60,8308,1,1000,Offset HP Bar,0,0,8,2.075,16,15,Atomic
2.338489,59,8308,1,969,Offset HP Bar,31,1,6,2.63333333333333,16,60,Atomic
3.350479,58,8308,1,932,Offset HP Bar,37,0,0,0,16,61,Atomic
4.360476,57,8308,1,932,Offset HP Bar,0,0,0,0,24,61,Atomic
5.370832,56,8308,1,932,Offset HP Bar,0,0,0,0,32,61,Atomic
6.381476,55,8308,1,932,Offset HP Bar,0,0,0,0,44,61,Atomic
7.391965,54,8308,1,932,Offset HP Bar,0,0,7,3.02857142857143,48,61,Atomic
8.404484,53,8308,1,901,Offset HP Bar,31,0,10,3.62,49,61,Atomic
9.416046,52,8308,1,723,Offset HP Bar,178,0,1,3.4,52,61,Atomic
10.41848,51,8308,1,723,Offset HP Bar,0,0,0,0,56,60,Atomic
1.005613,2147483648,3139,1,1000,Offset HP Bar,0,0,0,0,0,6,Atomic
2.00798,59,3139,1,969,Offset HP Bar,31,0,8,2.475,16,58,Atomic
3.018422,58,3139,1,937,Offset HP Bar,32,0,0,0,16,61,Atomic
4.028989,57,3139,1,937,Offset HP Bar,0,0,1,1.2,24,61,Atomic
5.039248,56,3139,1,937,Offset HP Bar,0,0,1,1.6,32,60,Atomic
6.04619,55,3139,1,937,Offset HP Bar,0,0,1,2,40,60,Atomic
7.048237,54,3139,1,937,Offset HP Bar,0,0,5,3.2,52,60,Atomic
8.049749,53,3139,1,906,Offset HP Bar,31,0,33,3.30909090909091,55,58,Atomic
9.064151,52,3139,1,607,Offset HP Bar,299,0,11,3.63636363636364,57,60,Atomic
10.06648,51,3139,1,410,Offset HP Bar,197,0,1,4,59,59,Atomic
11.08298,50,3139,1,410,Offset HP Bar,0,0,0,0,60,60,Atomic
12.09341,49,3139,1,410,Offset HP Bar,0,0,0,0,60,61,Atomic
13.10398,48,3139,1,410,Offset HP Bar,0,0,0,0,60,61,Atomic
1.626441,2147483648,9495,1,1000,Offset HP Bar,0,0,0,0,0,11,Atomic
2.640839,59,9495,1,969,Offset HP Bar,31,3,6,2.66666666666667,14,57,Atomic
3.651405,58,9495,1,908,Offset HP Bar,61,0,5,2.88,15,61,Atomic
4.658204,57,9495,1,848,Offset HP Bar,60,0,6,2.06666666666667,23,60,Atomic
5.669181,56,9495,1,813,Offset HP Bar,35,0,4,2.2,31,60,Atomic
6.681512,55,9495,1,813,Offset HP Bar,0,0,1,1.6,42,61,Atomic
7.692181,54,9495,1,813,Offset HP Bar,0,0,1,2,48,61,Atomic
8.70391,53,9495,1,813,Offset HP Bar,0,0,1,2.4,51,61,Atomic
9.714475,52,9495,1,813,Offset HP Bar,0,0,1,3,58,61,Atomic
10.72819,51,9495,1,813,Offset HP Bar,0,0,3,3.33333333333333,59,61,Atomic
11.73828,50,9495,1,782,Offset HP Bar,31,0,6,3.86666666666667,60,61,Atomic
12.75017,49,9495,1,735,Offset HP Bar,47,0,1,4.4,60,61,Atomic
13.75018,48,9495,1,735,Offset HP Bar,0,0,1,5,60,60,Atomic
2.381576,60,2999,1,1000,Offset HP Bar,0,0,8,2.075,16,16,Atomic
3.391816,59,2999,1,969,Offset HP Bar,31,0,8,2.475,16,59,Atomic
4.405686,58,2999,1,908,Offset HP Bar,61,0,8,3.075,16,59,Atomic
5.40825,57,2999,1,840,Offset HP Bar,68,0,11,2.83636363636364,24,59,Atomic
6.4187,56,2999,1,719,Offset HP Bar,121,0,5,2.52,32,60,Atomic
7.425129,55,2999,1,677,Offset HP Bar,42,0,2,2.5,43,60,Atomic
8.436893,54,2999,1,677,Offset HP Bar,0,0,2,2.9,47,60,Atomic
9.449665,53,2999,1,677,Offset HP Bar,0,0,0,0,56,61,Atomic
10.46046,52,2999,1,677,Offset HP Bar,0,0,0,0,57,61,Atomic
11.47546,51,2999,1,677,Offset HP Bar,0,0,6,3.73333333333333,59,61,Atomic
12.48597,50,2999,1,646,Offset HP Bar,31,0,1,3.6,60,61,Atomic
13.48747,49,2999,1,646,Offset HP Bar,0,0,0,0,60,60,Atomic
14.50204,48,2999,1,646,Offset HP Bar,0,0,3,4.66666666666667,60,61,Atomic
15.51216,47,2999,1,615,Offset HP Bar,31,0,0,0,60,61,Atomic
16.52581,46,2999,1,551,Offset HP Bar,64,0,0,0,60,61,Atomic
17.53583,45,2999,1,551,Offset HP Bar,0,0,7,5,60,61,Atomic
1.332469,2147483648,3234,1,1000,Offset HP Bar,0,0,0,0,0,2,Atomic
2.34098,59,3234,1,969,Offset HP Bar,31,2,6,2.66666666666667,14,58,Atomic
3.355752,58,3234,1,969,Offset HP Bar,0,0,0,0,14,61,Atomic
4.366566,57,3234,1,969,Offset HP Bar,0,0,0,0,18,61,Atomic
5.379808,56,3234,1,969,Offset HP Bar,0,0,4,2,30,61,Atomic
6.395568,55,3234,1,938,Offset HP Bar,31,0,9,2.04444444444444,38,61,Atomic
7.406562,54,3234,1,846,Offset HP Bar,92,0,2,2.2,50,61,Atomic
8.422088,53,3234,1,846,Offset HP Bar,0,0,1,2.2,52,61,Atomic
9.435923,52,3234,1,846,Offset HP Bar,0,0,9,3.2,53,61,Atomic
10.44956,51,3234,1,815,Offset HP Bar,31,0,1,3.2,53,61,Atomic
1.837523,60,1803,1,1000,Offset HP Bar,0,0,8,2.075,16,15,Atomic
2.851836,59,1803,1,969,Offset HP Bar,31,2,6,2.66666666666667,14,60,Atomic
3.865507,58,1803,1,908,Offset HP Bar,61,0,6,2.5,15,61,Atomic
4.876803,57,1803,1,876,Offset HP Bar,32,0,2,2,23,61,Atomic
5.886947,56,1803,1,876,Offset HP Bar,0,0,0,0,31,61,Atomic
6.902027,55,1803,1,876,Offset HP Bar,0,0,0,0,43,61,Atomic
7.918816,54,1803,1,876,Offset HP Bar,0,0,0,0,51,61,Atomic
8.923685,53,1803,1,876,Offset HP Bar,0,0,7,2.97142857142857,57,60,Atomic
9.932804,52,1803,1,845,Offset HP Bar,31,0,20,3.21,58,60,Atomic
10.9468,51,1803,1,610,Offset HP Bar,235,0,0,0,58,61,Atomic
11.94794,50,1803,1,554,Offset HP Bar,56,0,0,0,59,60,Atomic
12.95881,49,1803,1,554,Offset HP Bar,0,0,0,0,59,61,Atomic
13.96981,48,1803,1,554,Offset HP Bar,0,0,6,4.56666666666667,59,61,Atomic
14.98333,47,1803,1,521,Offset HP Bar,33,0,0,0,59,61,Atomic
15.98557,46,1803,1,452,Offset HP Bar,69,0,0,0,59,60,Atomic
16.99784,45,1803,1,452,Offset HP Bar,0,0,0,0,59,61,Atomic
18.00083,44,1803,1,452,Offset HP Bar,0,0,0,0,59,60,Atomic
1.496969,60,7531,1,1000,Offset HP Bar,0,0,8,2.075,16,14,Atomic
2.500897,59,7531,1,969,Offset HP Bar,31,2,6,2.66666666666667,14,60,Atomic
3.516311,58,7531,1,917,Offset HP Bar,52,0,1,2.4,15,61,Atomic
4.527317,57,7531,1,917,Offset HP Bar,0,0,0,0,23,61,Atomic
5.537375,56,7531,1,917,Offset HP Bar,0,0,0,0,31,61,Atomic
6.54889,55,7531,1,917,Offset HP Bar,0,0,0,0,43,61,Atomic
7.559456,54,7531,1,917,Offset HP Bar,0,0,0,0,47,61,Atomic
8.571054,53,7531,1,917,Offset HP Bar,0,0,0,0,56,61,Atomic
9.582314,52,7531,1,917,Offset HP Bar,0,0,0,0,59,61,Atomic
10.5937,51,7531,1,917,Offset HP Bar,0,0,0,0,59,61,Atomic
11.60426,50,7531,1,917,Offset HP Bar,0,0,0,0,59,61,Atomic
12.61483,49,7531,1,917,Offset HP Bar,0,0,0,0,60,61,Atomic
13.62546,48,7531,1,917,Offset HP Bar,0,0,0,0,60,61,Atomic
14.63634,47,7531,1,917,Offset HP Bar,0,0,0,0,60,61,Atomic
15.64731,46,7531,1,917,Offset HP Bar,0,0,0,0,60,61,Atomic
16.65922,45,7531,1,917,Offset HP Bar,0,0,0,0,60,61,Atomic
17.66487,44,7531,1,885,Offset HP Bar,32,0,14,5,60,60,Atomic
18.67148,43,7531,1,778,Offset HP Bar,107,0,0,0,60,60,Atomic
19.68183,42,7531,1,778,Offset HP Bar,0,0,0,0,60,61,Atomic
20.69347,41,7531,1,778,Offset HP Bar,0,0,0,0,60,61,Atomic
21.70404,40,7531,1,778,Offset HP Bar,0,0,0,0,60,61,Atomic
22.71847,39,7531,1,778,Offset HP Bar,0,0,0,0,60,61,Atomic
1.748107,2147483648,765,1,1000,Offset HP Bar,0,0,0,0,0,8,Atomic
2.74839,59,765,1,969,Offset HP Bar,31,3,6,2.66666666666667,15,56,Atomic
3.759708,58,765,1,908,Offset HP Bar,61,0,3,2.4,14,61,Atomic
4.771893,57,765,1,908,Offset HP Bar,0,0,0,0,23,61,Atomic
5.78246,56,765,1,908,Offset HP Bar,0,0,0,0,31,61,Atomic
2.257413,60,3724,1,1000,Offset HP Bar,0,0,8,2.075,16,15,Atomic
3.262799,59,3724,1,969,Offset HP Bar,31,0,8,2.425,16,60,Atomic
4.277236,58,3724,1,922,Offset HP Bar,47,0,0,0,16,61,Atomic
5.290243,57,3724,1,922,Offset HP Bar,0,0,0,0,24,61,Atomic
6.300675,56,3724,1,922,Offset HP Bar,0,0,4,2.35,32,61,Atomic
7.304814,55,3724,1,891,Offset HP Bar,31,0,1,1.6,43,60,Atomic
8.31538,54,3724,1,891,Offset HP Bar,0,0,0,0,49,61,Atomic
1.327649,60,8518,1,1000,Offset HP Bar,0,0,8,2.075,16,15,Atomic
2.329194,59,8518,1,969,Offset HP Bar,31,3,6,2.6,14,60,Atomic
3.34176,58,8518,1,930,Offset HP Bar,39,0,0,0,14,61,Atomic
4.357569,57,8518,1,930,Offset HP Bar,0,0,0,0,23,61,Atomic
5.368567,56,8518,1,930,Offset HP Bar,0,0,0,0,31,61,Atomic
6.381569,55,8518,1,930,Offset HP Bar,0,0,1,2,43,61,Atomic
7.391928,54,8518,1,899,Offset HP Bar,31,0,7,2.48571428571429,50,61,Atomic
8.402567,53,8518,1,860,Offset HP Bar,39,0,0,0,55,61,Atomic
9.413061,52,8518,1,860,Offset HP Bar,0,0,0,0,56,61,Atomic
10.42456,51,8518,1,860,Offset HP Bar,0,0,0,0,58,61,Atomic
11.43504,50,8518,1,860,Offset HP Bar,0,0,0,0,59,61,Atomic
12.44058,49,8518,1,829,Offset HP Bar,31,0,1,4.6,60,60,Atomic
13.45381,48,8518,1,790,Offset HP Bar,39,0,0,0,60,61,Atomic
14.46757,47,8518,1,790,Offset HP Bar,0,0,0,0,60,61,Atomic
15.48207,46,8518,1,790,Offset HP Bar,0,0,0,0,60,61,Atomic
16.48501,45,8518,1,759,Offset HP Bar,31,0,5,5,60,60,Atomic
17.50056,44,8518,1,714,Offset HP Bar,45,0,0,0,60,61,Atomic
18.51157,43,8518,1,714,Offset HP Bar,0,0,0,0,60,61,Atomic
19.52258,42,8518,1,714,Offset HP Bar,0,0,0,0,60,61,Atomic
20.53457,41,8518,1,714,Offset HP Bar,0,0,0,0,60,61,Atomic
21.54657,40,8518,1,714,Offset HP Bar,0,0,0,0,60,61,Atomic
22.5581,39,8518,1,683,Offset HP Bar,31,0,6,5,60,61,Atomic
23.5701,38,8518,1,641,Offset HP Bar,42,0,0,0,60,61,Atomic
24.58222,37,8518,1,641,Offset HP Bar,0,0,0,0,60,61,Atomic
25.59311,36,8518,1,641,Offset HP Bar,0,0,0,0,60,61,Atomic
26.6071,35,8518,1,641,Offset HP Bar,0,0,0,0,60,61,Atomic
27.6131,34,8518,1,610,Offset HP Bar,31,0,9,5,60,60,Atomic
28.6241,33,8518,1,489,Offset HP Bar,121,0,9,5,60,61,Atomic
29.62562,32,8518,1,427,Offset HP Bar,62,0,0,0,60,60,Atomic
30.63596,31,8518,1,427,Offset HP Bar,0,0,0,0,60,61,Atomic
